,coocc_term,source_term,target_term,relation,score,count
10742,Vehicle-Brake,Vehicle,Brake,consists of,0.9991039633750916,1
7815,Sensor-Car,Car,Sensor,consists of,0.9991028308868408,2
11278,Wagon-Brake,Wagon,Brake,consists of,0.9990968704223632,2
67,Bicycle brake-Bicycle,Bicycle,Bicycle brake,consists of,0.9990949630737304,6
11274,Wagon-Brake,Brake,Wagon,is part of,0.9990907907485962,2
11572,Wheel-Axle,Axle,Wheel,interacts with,0.9990885257720948,6
9494,Train-Brake,Brake,Train,is part of,0.9990838766098022,1
10838,Vehicle-Inboard brake,Inboard brake,Vehicle,is part of,0.9990817308425904,1
9751,Transmission (mechanics)-Automatic transmission,Transmission (mechanics),Automatic transmission,is part of,0.9990733861923218,1
4687,Linkage (mechanical)-Cantilever,Linkage (mechanical),Cantilever,is part of,0.9990711212158204,6
8922,Tire-Brake,Tire,Brake,interacts with,0.9990708827972412,6
9920,Truck-Pressure sensor,Pressure sensor,Truck,is part of,0.9990655779838562,1
4964,Magnet-Brake,Magnet,Brake,is part of,0.9990602135658264,2
454,Brake shoe-Brake,Brake shoe,Brake,is part of,0.99905925989151,6
9724,Trains (magazine)-Brake,Brake,Trains (magazine),is part of,0.9990591406822203,1
11876,Wheel-Fusible plug,Wheel,Fusible plug,consists of,0.9990561604499816,3
453,Brake shoe-Brake,Brake shoe,Brake,is part of,0.9990513920783995,2
9547,Train-Brake,Train,Brake,consists of,0.9990474581718444,1
4111,Intercity Express-Brake,Intercity Express,Brake,consists of,0.9990444779396056,2
547,Brake-Airplane,Airplane,Brake,consists of,0.9990416169166564,3
8354,Steam locomotive-Injector,Injector,Steam locomotive,is part of,0.999037504196167,2
8175,Spoon (band)-Cable television,Spoon (band),Cable television,consists of,0.9990280866622924,6
2311,Electric locomotive-Air compressor,Air compressor,Electric locomotive,is part of,0.9990272521972656,1
3792,Hybrid electric vehicle-Electric generator,Hybrid electric vehicle,Electric generator,consists of,0.9990267753601074,1
8779,Thoracic diaphragm-Brake,Thoracic diaphragm,Brake,is part of,0.9990261793136596,2
4423,Land Rover-Brake,Brake,Land Rover,is part of,0.9990253448486328,2
7708,Screw-Brake,Brake,Screw,consists of,0.9990235567092896,1
7838,Sensor-Electronic control unit,Sensor,Electronic control unit,is part of,0.999018669128418,1
361,Brake pad-Brake,Brake pad,Brake,is part of,0.9990179538726808,3
10172,Vacuum pump-Vacuum brake,Vacuum pump,Vacuum brake,is part of,0.999010443687439,2
4138,Internal combustion engine-Back pressure,Internal combustion engine,Back pressure,consists of,0.9990092515945436,1
9764,Transmission (mechanics)-Brake,Transmission (mechanics),Brake,interacts with,0.9990058541297911,1
1188,Clutch-Axle,Axle,Clutch,interacts with,0.9990039467811584,6
5333,Metal-Anti-lock braking system,Metal,Anti-lock braking system,is part of,0.9990026354789734,5
11581,Wheel-Axle,Wheel,Axle,interacts with,0.9989961981773376,6
9769,Transmission (mechanics)-Drivetrain,Transmission (mechanics),Drivetrain,interacts with,0.9989927411079408,1
9768,Transmission (mechanics)-Drivetrain,Drivetrain,Transmission (mechanics),interacts with,0.9989917874336244,1
10159,Vacuum pump-British Rail,British Rail,Vacuum pump,consists of,0.9989914298057556,2
360,Brake pad-Brake,Brake pad,Brake,is part of,0.9989866614341736,3
7313,Resin-Brake,Resin,Brake,is part of,0.9989820122718812,1
2276,Electric current-Brake,Brake,Electric current,consists of,0.9989789724349976,3
9493,Train-Brake,Brake,Train,is part of,0.9989755153656006,2
7043,Ratchet (device)-Parking brake,Ratchet (device),Parking brake,is part of,0.9989672899246216,1
10321,Valve-Brake,Brake,Valve,consists of,0.998964548110962,1
1363,Concept car-Brake,Concept car,Brake,consists of,0.9989537000656128,3
4586,Lever-Brake,Lever,Brake,is part of,0.9989509582519532,6
7164,Relief valve-Brake,Relief valve,Brake,is part of,0.9989508390426636,1
4335,Kevlar-Bicycle,Kevlar,Bicycle,is part of,0.9989472031593324,6
7701,Scooter (motorcycle)-Master cylinder,Master cylinder,Scooter (motorcycle),is part of,0.9989433884620668,1
11571,Wheel-Axle,Axle,Wheel,interacts with,0.9989426732063292,2
4545,Lever-Brake,Brake,Lever,consists of,0.9989418387413024,6
9546,Train-Brake,Train,Brake,consists of,0.9989418387413024,2
11734,Wheel-Brake,Wheel,Brake,interacts with,0.9989405274391174,6
378,Brake run-Brake,Brake run,Brake,is part of,0.9989388585090636,2
10378,Valve-Brake,Valve,Brake,is part of,0.9989365935325624,2
149,Brake fluid-Bicycle,Bicycle,Brake fluid,consists of,0.9989365935325624,5
6189,Poppet valve-England,Poppet valve,England,is part of,0.9989363551139832,1
224,Brake fluid-Brake,Brake fluid,Brake,is part of,0.9989262223243712,5
550,Brake-Airplane,Brake,Airplane,is part of,0.9989243149757384,3
359,Brake pad-Brake,Brake pad,Brake,is part of,0.9989216327667236,3
1724,Disc brake-Bombardier Transportation,Disc brake,Bombardier Transportation,is part of,0.9989190101623536,1
358,Brake pad-Brake,Brake pad,Brake,is part of,0.9989181756973268,2
6136,Pneumatics-Adjustment handle,Pneumatics,Adjustment handle,consists of,0.9989175796508788,1
884,British Westinghouse-Brake,British Westinghouse,Brake,consists of,0.9989168643951416,2
2307,Electric generator-Diesel–electric transmission,Electric generator,Diesel–electric transmission,is part of,0.9989150762557985,1
223,Brake fluid-Brake,Brake fluid,Brake,is part of,0.9989138841629028,5
8345,Steam locomotive-Brake,Steam locomotive,Brake,consists of,0.9988941550254822,2
1110,Ceramic-Brake,Ceramic,Brake,is part of,0.9988939166069032,6
1373,Continental AG-Brake,Brake,Continental AG,is part of,0.9988928437232972,1
7165,Renault-Asbestos,Asbestos,Renault,is part of,0.9988909363746644,2
9716,Train-Tire,Train,Tire,consists of,0.998887836933136,2
7686,Sandbox (locomotive)-Multiple unit,Sandbox (locomotive),Multiple unit,is part of,0.9988859295845032,1
7959,Silicone-Brake,Brake,Silicone,consists of,0.9988829493522644,5
1139,Chicken-Carriage,Carriage,Chicken,consists of,0.9988794922828674,1
10394,Valve-Car,Valve,Car,is part of,0.9988747239112854,1
4585,Lever-Brake,Lever,Brake,is part of,0.9988742470741272,6
4631,Lever-Drum brake,Lever,Drum brake,is part of,0.9988730549812316,2
4334,Kevlar-Bicycle,Bicycle,Kevlar,consists of,0.998869001865387,6
11416,Westinghouse Electric Corporation-Valve,Westinghouse Electric Corporation,Valve,consists of,0.9988603591918944,1
7235,Reservoir-Brake,Reservoir,Brake,is part of,0.9988574981689452,2
4667,Light rail-Disc brake,Disc brake,Light rail,is part of,0.9988559484481812,3
320,Brake pad-Brake,Brake,Brake pad,consists of,0.998854398727417,3
10320,Valve-Brake,Brake,Valve,consists of,0.998852014541626,1
10825,Vehicle-Forward (association football),Vehicle,Forward (association football),consists of,0.998852014541626,1
11666,Wheel-Brake,Brake,Wheel,interacts with,0.9988505840301514,6
2680,Engine braking-Diesel engine,Diesel engine,Engine braking,consists of,0.9988480806350708,1
1967,Drum brake-Boundary layer,Boundary layer,Drum brake,is part of,0.9988470077514648,1
4720,Locomotive-Bail,Bail,Locomotive,is part of,0.9988456964492798,1
4137,Internal combustion engine-Back pressure,Back pressure,Internal combustion engine,is part of,0.9988327622413636,1
222,Brake fluid-Brake,Brake fluid,Brake,is part of,0.9988307356834412,1
8921,Tire-Brake,Tire,Brake,interacts with,0.9988284707069396,1
7040,Ratchet (device)-Parking brake,Parking brake,Ratchet (device),consists of,0.9988269209861756,1
6762,Rail transport-Brake,Rail transport,Brake,consists of,0.9988191723823548,1
221,Brake fluid-Brake,Brake fluid,Brake,is part of,0.9988133907318116,5
11733,Wheel-Brake,Wheel,Brake,interacts with,0.9988114833831788,2
4603,Lever-Cantilever,Cantilever,Lever,consists of,0.9988110065460204,6
8214,Spring (device)-Brake,Spring (device),Brake,is part of,0.9988082647323608,2
11410,Westinghouse Electric Corporation-Reservoir,Westinghouse Electric Corporation,Reservoir,consists of,0.9988067150115968,1
1408,Cork (material)-Brake,Brake,Cork (material),consists of,0.998806357383728,6
2438,Electromagnetic induction-Brake,Electromagnetic induction,Brake,is part of,0.9988058805465698,2
4787,Locomotive-Brake,Locomotive,Brake,consists of,0.998803734779358,2
8869,Tie rod-Rail transport,Rail transport,Tie rod,consists of,0.9987943172454834,1
10377,Valve-Brake,Valve,Brake,is part of,0.9987934827804564,1
4605,Lever-Cantilever,Lever,Cantilever,is part of,0.99879252910614,6
4584,Lever-Brake,Lever,Brake,is part of,0.9987922310829164,6
6138,Pneumatics-Atmospheric pressure,Atmospheric pressure,Pneumatics,is part of,0.998789131641388,1
9690,Train-Roller coaster elements,Roller coaster elements,Train,is part of,0.9987887740135192,2
10839,Vehicle-Inboard brake,Vehicle,Inboard brake,consists of,0.9987844824790956,1
8830,Throttle-Inlet manifold,Throttle,Inlet manifold,interacts with,0.998782217502594,1
9623,Train-Hose,Train,Hose,consists of,0.9987792372703552,1
4786,Locomotive-Brake,Locomotive,Brake,consists of,0.9987791180610656,1
8908,Tire-Brake,Brake,Tire,interacts with,0.998778522014618,1
744,Brake-Bicycle pedal,Bicycle pedal,Brake,interacts with,0.9987754225730896,6
6737,Radius rod-Bicycle,Bicycle,Radius rod,consists of,0.9987701773643494,6
2963,Fluid-Brake fluid,Fluid,Brake fluid,is part of,0.998767614364624,5
2949,Fluid-Brake,Fluid,Brake,is part of,0.998767614364624,5
357,Brake pad-Brake,Brake pad,Brake,is part of,0.9987673759460448,3
5191,Master cylinder-Brake,Master cylinder,Brake,is part of,0.998764991760254,2
6810,Rail transport-Pneumatics,Pneumatics,Rail transport,is part of,0.998763918876648,1
500,Brake-Actuator,Actuator,Brake,is part of,0.9987616539001464,2
7804,Sensor-Brake,Sensor,Brake,is part of,0.998760461807251,2
9381,Trailer (vehicle)-Brake,Brake,Trailer (vehicle),is part of,0.9987601041793824,1
776,Brake-Bowden cable,Brake,Bowden cable,consists of,0.9987561702728271,6
8248,Stainless steel-Bicycle,Stainless steel,Bicycle,is part of,0.9987555742263794,6
4756,Locomotive-Brake,Brake,Locomotive,is part of,0.9987545013427734,2
11974,Wheel-Propeller,Propeller,Wheel,interacts with,0.9987530708312988,2
7908,Shimano-Lockring,Lockring,Shimano,is part of,0.9987492561340332,6
4544,Lever-Brake,Brake,Lever,consists of,0.9987443685531616,6
319,Brake pad-Brake,Brake,Brake pad,consists of,0.998744249343872,3
4373,Kinetic energy recovery system-Jules Bianchi,Jules Bianchi,Kinetic energy recovery system,consists of,0.9987441301345824,3
7962,Silicone-Brake,Silicone,Brake,is part of,0.9987431168556212,5
10901,Vehicle-Pump,Vehicle,Pump,consists of,0.9987398982048036,1
2140,Dust-Car,Car,Dust,consists of,0.9987369179725648,2
8829,Throttle-Inlet manifold,Inlet manifold,Throttle,interacts with,0.9987345337867736,1
11665,Wheel-Brake,Brake,Wheel,interacts with,0.9987333416938782,2
5216,Master cylinder-Disc brake,Master cylinder,Disc brake,is part of,0.9987321496009828,6
499,Brake-Actuator,Actuator,Brake,is part of,0.998730480670929,6
7054,Recreational vehicle-Drum brake,Drum brake,Recreational vehicle,is part of,0.9987292885780334,1
10755,Vehicle-Brake pad,Vehicle,Brake pad,consists of,0.9987245202064514,2
2948,Fluid-Brake,Fluid,Brake,is part of,0.9987205862998962,5
544,Brake-Aircraft pilot,Brake,Aircraft pilot,is part of,0.9987202882766724,1
10800,Vehicle-Electromagnet,Vehicle,Electromagnet,consists of,0.9987198114395142,2
10680,Vehicle-Brake,Brake,Vehicle,is part of,0.9987173080444336,1
11782,Wheel-Clutch,Clutch,Wheel,interacts with,0.9987168312072754,6
10748,Vehicle-Brake pad,Brake pad,Vehicle,is part of,0.9987162351608276,1
6794,Rail transport-Magnet,Magnet,Rail transport,is part of,0.9987146854400636,1
4952,Magnet-Brake,Brake,Magnet,consists of,0.9987125396728516,2
11912,Wheel-Lever,Wheel,Lever,consists of,0.9987109899520874,6
452,Brake shoe-Brake,Brake shoe,Brake,is part of,0.9987099170684814,6
7234,Reservoir-Brake,Reservoir,Brake,is part of,0.9987062215805054,1
3748,Hill-Hiking,Hill,Hiking,indirectly related with,0.9987047910690308,6
7790,Sensor-Brake,Brake,Sensor,consists of,0.9986984729766846,2
746,Brake-Bicycle pedal,Brake,Bicycle pedal,interacts with,0.9986971020698548,6
4792,Locomotive-Brake shoe,Locomotive,Brake shoe,consists of,0.9986963868141174,2
11580,Wheel-Axle,Wheel,Axle,interacts with,0.9986953139305116,2
9545,Train-Brake,Train,Brake,consists of,0.9986912608146667,2
9707,Train-Solution (chemistry),Train,Solution (chemistry),consists of,0.9986749291419984,2
7531,Roller coaster-Computer,Computer,Roller coaster,is part of,0.9986733198165894,2
10376,Valve-Brake,Valve,Brake,is part of,0.9986708164215088,1
6753,Rail transport-Brake,Brake,Rail transport,is part of,0.9986681938171388,1
8618,Synthetic fiber-Chrysotile,Synthetic fiber,Chrysotile,is related with,0.9986597299575806,1
7434,Rim (wheel)-Lever,Rim (wheel),Lever,consists of,0.9986515641212464,6
2941,Fluid-Brake,Brake,Fluid,consists of,0.9986475110054016,2
4668,Light rail-Disc brake,Light rail,Disc brake,consists of,0.9986459612846376,3
11973,Wheel-Propeller,Propeller,Wheel,interacts with,0.9986457228660583,6
356,Brake pad-Brake,Brake pad,Brake,is part of,0.9986454844474792,2
7163,Relief valve-Brake,Brake,Relief valve,consists of,0.9986425042152404,1
10679,Vehicle-Brake,Brake,Vehicle,is part of,0.998640477657318,1
5020,Magnetic field-Field coil,Field coil,Magnetic field,consists of,0.9986353516578674,3
9896,Truck-Drum brake,Drum brake,Truck,is part of,0.9986353516578674,1
5326,Mercedes-Benz-Brake,Brake,Mercedes-Benz,is part of,0.998633086681366,1
919,Calipers-Brake,Brake,Calipers,consists of,0.9986276626586914,6
451,Brake shoe-Brake,Brake shoe,Brake,is part of,0.9986187219619752,1
2901,Fixed-gear bicycle-Brake,Brake,Fixed-gear bicycle,is part of,0.9986171722412108,6
1154,Chrysotile-Brake lining,Brake lining,Chrysotile,is related with,0.9986120462417604,1
1372,Continental AG-Brake,Brake,Continental AG,is part of,0.9986099004745485,1
9492,Train-Brake,Brake,Train,is part of,0.9986068606376648,1
6619,Propeller-Clutch,Clutch,Propeller,interacts with,0.998602330684662,6
712,Brake-Bicycle,Brake,Bicycle,is part of,0.998601257801056,6
8247,Stainless steel-Bicycle,Bicycle,Stainless steel,consists of,0.9985992312431335,6
8344,Steam locomotive-Brake,Steam locomotive,Brake,consists of,0.998599112033844,2
7971,Silicone-Hydropneumatic suspension,Silicone,Hydropneumatic suspension,is part of,0.998594343662262,5
2940,Fluid-Brake,Brake,Fluid,consists of,0.9985923171043396,5
10754,Vehicle-Brake pad,Vehicle,Brake pad,consists of,0.9985815286636353,2
6797,Rail transport-Magnet,Rail transport,Magnet,consists of,0.9985812902450562,1
355,Brake pad-Brake,Brake pad,Brake,is part of,0.998579740524292,1
7803,Sensor-Brake,Sensor,Brake,is part of,0.998572826385498,2
6761,Rail transport-Brake,Rail transport,Brake,consists of,0.9985716342926024,1
5354,Metal-Brake,Metal,Brake,is part of,0.9985679388046264,2
10850,Vehicle-Lever,Lever,Vehicle,is part of,0.9985609650611876,1
1715,Disc brake-Bicycle wheel,Disc brake,Bicycle wheel,interacts with,0.9985587000846864,2
5726,Parachute-Flap (aeronautics),Flap (aeronautics),Parachute,is part of,0.9985581040382384,2
742,Brake-Bicycle handlebar,Brake,Bicycle handlebar,interacts with,0.998557984828949,6
10741,Vehicle-Brake,Vehicle,Brake,consists of,0.9985558390617372,1
1606,Design-Cylinder (engine),Cylinder (engine),Design,is part of,0.998554527759552,2
1156,Chrysotile-Brake lining,Chrysotile,Brake lining,is related with,0.9985522627830504,1
752,Brake-Boat trailer,Brake,Boat trailer,is part of,0.9985522627830504,1
1328,Compressor-Compressed air dryer,Compressor,Compressed air dryer,consists of,0.9985483288764954,1
9544,Train-Brake,Train,Brake,consists of,0.9985412359237672,2
7970,Silicone-Hydropneumatic suspension,Hydropneumatic suspension,Silicone,consists of,0.998538851737976,5
11367,Westinghouse Air Brake Company-Brake,Brake,Westinghouse Air Brake Company,is part of,0.9985324144363404,1
11830,Wheel-Electric motor,Wheel,Electric motor,consists of,0.9985287189483644,1
1714,Disc brake-Bicycle wheel,Bicycle wheel,Disc brake,interacts with,0.998528003692627,2
5893,Passenger railroad car-Disc brake,Disc brake,Passenger railroad car,is part of,0.9985249638557434,3
7773,Sensor-Anti-lock braking system,Sensor,Anti-lock braking system,is part of,0.9985247254371644,1
10753,Vehicle-Brake pad,Vehicle,Brake pad,consists of,0.9985232949256896,1
10319,Valve-Brake,Brake,Valve,consists of,0.9985222220420836,1
11978,Wheel-Propeller,Wheel,Propeller,interacts with,0.9985185265541076,6
7212,Reservoir-Brake,Brake,Reservoir,consists of,0.9985118508338928,2
4034,Hydropneumatic suspension-Glycol ethers,Glycol ethers,Hydropneumatic suspension,is part of,0.998508632183075,5
8617,Synthetic fiber-Chrysotile,Chrysotile,Synthetic fiber,is related with,0.9985058307647704,1
534,Brake-Aircraft,Aircraft,Brake,consists of,0.9985042810440063,1
918,Cable television-Brake,Cable television,Brake,is part of,0.998499631881714,6
772,Brake-Bowden cable,Bowden cable,Brake,is part of,0.9984973669052124,6
951,Cantilever-Brake,Brake,Cantilever,interacts with,0.9984960556030272,6
2962,Fluid-Brake fluid,Fluid,Brake fluid,is part of,0.9984943866729736,2
2947,Fluid-Brake,Fluid,Brake,is part of,0.9984943866729736,2
